d5e344742Heiligenlexikon-1858;(12. al. 9., 22. Dec.)
d5e344742Heiligenlexikon-1858;(12. al. 9., 22. Dec.)
d5e347799Heiligenlexikon-1858;(21., 22. Aug. al 24. Juli)
d5e356910Heiligenlexikon-1858;(21. Oct. al 15., 19. Sept.)
d5e357293Heiligenlexikon-1858;(2. Apr. al. 3., 23. Jan.)
d5e365472Heiligenlexikon-1858;(5. Juli al. 9. und 20. Febr.)
d5e367441Heiligenlexikon-1858;(26. Juni al. 26., 28. Juli)
d5e368199Heiligenlexikon-1858;(28. März al. 51. Sept.)
d5e368285Heiligenlexikon-1858;(18. Apr. al. 29., 30. Dec.)
d5e369093Heiligenlexikon-1858;(23. al. 20., 21. Aug.)
d5e369093Heiligenlexikon-1858;(23. al. 20., 21. Aug.)
d5e369696Heiligenlexikon-1858;(4. al. 3., 15., 26., 27. Febr., 25. März)
d5e369696Heiligenlexikon-1858;(4. al. 3., 15., 26., 27. Febr., 25. März)
d5e373245Heiligenlexikon-1858;(8. al. 7., 15. Mai)
d5e373245Heiligenlexikon-1858;(8. al. 7., 15. Mai)
d5e376340Heiligenlexikon-1858;(23. Dec. al. 20., 21. Juni)
d5e377205Heiligenlexikon-1858;(11. Dec. al. 2., 21. Mai, 27. Juni, 2. Sept., 30. Oct.)
d5e379790Heiligenlexikon-1858;(30 Sept. al. 1. u. 15. Oct)
d5e381816Heiligenlexikon-1858;(24. al. 26., 28. Mai, 18. Nov.)
d5e381816Heiligenlexikon-1858;(24. al. 26., 28. Mai, 18. Nov.)
d5e386985Heiligenlexikon-1858;(31. Mai al. 18., 25. Nov.)
d5e388849Heiligenlexikon-1858;(18. Jan. al. 11., 13. Febr.)
d5e393585Heiligenlexikon-1858;(20. al. 21., 22. Oct.)
d5e393585Heiligenlexikon-1858;(20. al. 21., 22. Oct.)
d5e393672Heiligenlexikon-1858;(3. Nov. al. 22., 24. Juni)
d5e394151Heiligenlexikon-1858;(2. al. 5., 15. Dec. 4. Mai)
d5e394151Heiligenlexikon-1858;(2. al. 5., 15. Dec. 4. Mai)
d5e397328Heiligenlexikon-1858;(8. Nov. al. 10., 13. Juli, 22. Dec.)
d5e397770Heiligenlexikon-1858;(7. Nov. al. 3., 19. Oct.)
d5e398609Heiligenlexikon-1858;(6. Nov. al. 3., 23. März, 18. Sept., 30. Dec.)
d5e400826Heiligenlexikon-1858;(21. Oct. al. 7. u. 17. Juli)
d5e404153Heiligenlexikon-1858;(27. März, al. 24. 26. Dec.)
d5e407347Heiligenlexikon-1858;(1. Mai, al. 16., 17. Juli, 20. Oct., 4. Dec.)
d5e408335Heiligenlexikon-1858;(30. al. 16., 19. Dec.)
d5e408335Heiligenlexikon-1858;(30. al. 16., 19. Dec.)
